LOUPRKONTZGTKE-LHHVKLHASA-N	A6V1E9	0.010322	COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O	ACCA_PSEA7 Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha OS=Pseudomonas aeruginosa (strain PA7) GN=accA PE=3 SV=1
LOUPRKONTZGTKE-LHHVKLHASA-N	B7V7U9	0.010322	COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O	ACCA_PSEA8 Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha OS=Pseudomonas aeruginosa (strain LESB58) GN=accA PE=3 SV=1
LOUPRKONTZGTKE-LHHVKLHASA-N	Q02RB1	0.010322	COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O	ACCA_PSEAB Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha OS=Pseudomonas aeruginosa (strain UCBPP-PA14) GN=accA PE=3 SV=1
LOUPRKONTZGTKE-LHHVKLHASA-N	Q9HXZ2	0.010322	COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O	ACCA_PSEAE Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=accA PE=1 SV=1
LOUPRKONTZGTKE-LHHVKLHASA-N	A6V2W2	0.01025	COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O	ACCD_PSEA7 Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta OS=Pseudomonas aeruginosa (strain PA7) GN=accD PE=3 SV=1
LOUPRKONTZGTKE-LHHVKLHASA-N	Q02PS5	0.01025	COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O	ACCD_PSEAB Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta OS=Pseudomonas aeruginosa (strain UCBPP-PA14) GN=accD PE=3 SV=1
LOUPRKONTZGTKE-LHHVKLHASA-N	Q9HZA7	0.01025	COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O	ACCD_PSEAE Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=accD PE=1 SV=1
LOUPRKONTZGTKE-LHHVKLHASA-N	Q9I3F5	0.010151	COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O	ACNA_PSEAE Aconitate hydratase A OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=acnA PE=3 SV=1
LOUPRKONTZGTKE-LHHVKLHASA-N	Q9I2V5	0.01011	COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O	ACNB_PSEAE Aconitate hydratase B OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=acnB PE=3 SV=1
LOUPRKONTZGTKE-LHHVKLHASA-N	O54439	0.010448	COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O	ACP1_PSEAE Acyl carrier protein 1 OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=acpP1 PE=3 SV=4
